title,year
"MITCHELL, GEORGE J. (a former Senator from Maine)",2023
"MITCHELL, EBONY",2023
"MITCHELL COUNTY, NC",2023
"MITA, EUSTACE",2023
MISSOURI SPORTS HALL OF FAME,2023
MISSOURI SOUTHERN STATE UNIVERSITY,2023
MISSOURI EMERGENCY MEDICAL SERVICES ASSOCIATION,2023
MISSOURI,2023
"MISSOULA, MT",2023
MISSISSIPPI LINK (publication),2023
"MISSISSIPPI HUMANITIES COUNCIL, INC.",2023
MISSISSIPPI,2023
MISSISQUOI NATIONAL WILDLIFE REFUGE,2023
"MISSION VIEJO, CA",2023
MISSING IN ACTION,2023
MISSING CHILDREN’S ASSISTANCE ACT,2023
MISSING AND MURDERED BLACK WOMEN AND GIRLS ACT,2023
"MISHAWAKA, IN",2023
"MIRONCHUK, NADINE",2023
"MINTURN, CO",2023
"MINTER, ROY W., JR.",2023
MINORITY VETERANS OF AMERICA (organization),2023
MINORITY MENTAL HEALTH AWARENESS MONTH,2023
MINORITIES IN AVIATION EDUCATION ACT,2023
MINORITIES,2023
MINOR LEAGUE BASEBALL,2023
MINNESOTA,2023
"MINNERY, TOM",2023
"MINNEAPOLIS, MN",2023
MINNEAPOLIS (MN) STAR TRIBUNE,2023
"MINKE, KATHLEEN",2023
"MINK, PATSY T. (a former Representative from Hawaii)",2023
MINING AND MINERAL RESOURCES,2023
"MINICHIELLO, ROBERT",2023
"MINGUS, JAMES J.",2023
MINERAL LEASING ACT,2023
"MINER, ZACHARY",2023
"MINER, JUDY C.",2023
"MINCK, KATHLEEN",2023
"MIMS, WILLIE",2023
"MILWAUKEE, WI",2023
"MILTIADES, BILL",2023
"MILLVILLE, NJ",2023
"MILLS, STUART",2023
"MILLS, RICHARD M., JR.",2023
"MILLS, KENNETH A.",2023
"MILLS, GEORGE",2023
"MILLS, CORY (a Representative from Florida)",2023
"MILLS, CHARLES",2023
"MILLIGAN, PARKER",2023
"MILLEY, MARK A.",2023
"MILLESS, ASHER",2023
"MILLER, WILLIS F.",2023
"MILLER, VERNON A.",2023
"MILLER, SARA",2023
"MILLER, ROBERT L., JR.",2023
"MILLER, ROBERT",2023
"MILLER, QUENTIN",2023
"MILLER, PERRY",2023
"MILLER, MYA",2023
"MILLER, MIKE",2023
"MILLER-MEEKS, TAYLOR",2023
"MILLER-MEEKS, MARIANNETTE (a Representative from Iowa)",2023
"MILLER, MAX L. (a Representative from Ohio)",2023
"MILLER, MARY E. (a Representative from Illinois)",2023
"MILLER, LORRAINE C.",2023
"MILLER, LAURA LYNN McCORKLE",2023
"MILLER, HENRY",2023
"MILLER, HEATHER D.",2023
MILLER FAMILY,2023
"MILLER, DRACO",2023
"MILLER, DOUGLAS",2023
"MILLER, DORIS",2023
"MILLER, DONALD R.",2023
"MILLER, DAVID N., JR.",2023
"MILLER, CRAIG R.",2023
"MILLER, CLARON R.",2023
"MILLER, CAROL D. (a Representative from West Virginia)",2023
"MILLER, BOB",2023
"MILLER, AUBREY",2023
"MILLER, ARUNA",2023
"MILLER, ARTHUR",2023
MILLENNIUM PRESS (business),2023
MILLENNIUM CHALLENGE CORP. CANDIDATE COUNTRY REFORM ACT,2023
MILLENNIUM CHALLENGE CORP.,2023
MILLENNIUM CHALLENGE ACT,2023
"MILLAN, CESAR",2023
"MILL HALL, PA",2023
MILITARY TIMES (publication),2023
MILITARY SUICIDE PREVENTION IN THE 21ST CENTURY ACT,2023
MILITARY SPOUSE EMPLOYMENT ACT,2023
MILITARY SERVICE PROMOTION ACT,2023
MILITARY SERVICE ACADEMY DIRETOR OF ADMISSIONS ACT,2023
MILITARY SELECTIVE SERVICE ACT,2023
MILITARY PERSONNEL CONFIRMATION RESTORATION ACT,2023
MILITARY ONESOURCE TRANSPARENCY ACT,2023
MILITARY OFFICERS ASSOCIATION OF AMERICA,2023
"MILITARY MERIT, FAIRNESS, AND EQUALITY ACT",2023
MILITARY LODGING REFORM ACT,2023
MILITARY LENDING ACT,2023
MILITARY LANDS WITHDRAWAL ACT,2023
MILITARY HOUSING TRANSPARENCY AND ACCOUNTABILITY ACT,2023
MILITARY HOUSING READINESS COUNCIL ACT,2023
MILITARY FIREFIGHTERS PROTECTION ACT,2023
MILITARY FAMILY PROTECTION FROM DEBT ACT,2023
MILITARY FAMILIES MENTAL HEALTH SERVICES ACT,2023
MILITARY ASSISTANCE see Foreign Aid,2023
MILITARY AND VETERANS IN PARKS (MVP) ACT,2023
MILITARY ACCESS TO REPRODUCTIVE CARE AND HEALTH (MARCH) FOR MILITARY SERVICEMEMBERS ACT,2023
"MILES, LOWELL",2023
"MILES, BUCHANAN",2023
"MILES, BECKETT",2023
"MILEKOVICH, GEORGE T., SR.",2023
"MILEI, JAVIER",2023
"MILDENBERGER, MARCUS",2023
"MILBURN, DARCY",2023
"MILANO, ALYSSA",2023
"MILANI, SYDNEY",2023
"MIKULSKI, BARBARA (a former Senator from Maryland)",2023
"MIKESELL, TAYLOR",2023
MIGRATORY BIRDS OF THE AMERICAS CONSERVATION ENHANCEMENTS ACT,2023
MIGRATORY BIRD CONSERVATION COMMISSION,2023
MIGRANT WORKERS see Agriculture,2023
"MIGALEDDI, KAYLEIGH",2023
"MIFFLINBURG, PA",2023
"MIER, JULES F., JR. (BUZZ)",2023
MIDWIVES FOR MAXIMIZING OPTIMAL MATERNITY SERVICES (MIDWIVES FOR MOMS) ACT,2023
MIDWEST ALLIANCE FOR CLEAN HYDROGEN,2023
MIDLANDS TECHNICAL COLLEGE,2023
"MIDGLEY, ELIJAH",2023
"MIDDLETOWN, PA",2023
"MIDDLETON-DOCTOR, DePAYNE",2023
"MIDDLE SMITHFIELD TOWNSHIP, PA",2023
MIDDLE MARKET IPO UNDERWRITING COST ACT,2023
MIDDLE EAST,2023
MIDDLE CLASS TAX RELIEF AND JOB CREATION ACT,2023
MIDDLE CLASS BORROWER PROTECTION ACT,2023
"MIDDENDORF, J. WILLIAM",2023
MID-KANSAS COOPERATIVE,2023
MID-ATLANTIC FISHERY MANAGEMENT COUNCIL,2023
"MICRONESIA, FEDERATED STATES OF",2023
MICROLOAN TRANSPARENCY AND ACCOUNTABILITY ACT,2023
MICROCAP SMALL BUSINESS INVESTING ACT,2023
"MICOU, RORY A.",2023
"MICKELSON, CHARLIE",2023
"MICKA, RICHARD",2023
"MICHNIK, RONALD J.",2023
MICHIGAN STATE UNIVERSITY,2023
MICHIGAN FARMERS HALL OF FAME,2023
MICHIGAN,2023
MICHELIN (company),2023
"MICHEL, ROBERT H. (a former Representative from Illinois)",2023
"MICHAEL, SUSAN",2023
"MICHAEL, NORMA",2023
MICCOSUKEE RESERVED AREA ACT,2023
"MICALLEF, KATE",2023
"MIAMISBURG, OH",2023
"MIAMI LAKES, FL",2023
"MIAMI, FL",2023
"MIAMI-DADE COUNTY, FL",2023
"MIAMI BEACH, FL",2023
MGM RESORTS INTERNATIONAL,2023
"MFUME, KWEISI (a Representative from Maryland)",2023
"MEYERS, WILLIAM V.",2023
"MEYERS-HILL, KIRK",2023
"MEYER, THEODORIC",2023
"MEYER, RICHARD W.",2023
"MEYER, DALE A.",2023
"MEXICO, UNITED STATES OF",2023
MEXICO-U.S. INTERPARLIAMENTARY GROUP,2023
MEXICAN AMERICANS,2023
"MEUSER, DANIEL (a Representative from Pennsylvania)",2023
"METUCHEN, NJ",2023
METUCHEN DOWNTOWN ALLIANCE,2023
"METSCHER, BLAKE",2023
METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,2023
METLIFE FOUNDATION,2023
METHANE REDUCTION AND ECONOMIC GROWTH ACT,2023
"METCALF, FRANCES",2023
"METAXAS, IOANNIS",2023
METASTATIC BREAST CANCER ACCESS TO CARE ACT,2023
METAL TRADES COUNCIL,2023
"META PLATFORMS, INC.",2023
"MESSI, LIONEL",2023
"MESSER, SARA",2023
"MESCHKO, EDWARD T.",2023
"MESAROS, GEORGE V.",2023
"MESA COUNTY, CO",2023
"MESA, AZ",2023
"MERTENS, MICHAEL",2023
"MERSINGER, SUMMER K.",2023
"MERRITT, KATHERINE",2023
"MERRITT, HUME G.",2023
"MERRIMAN, LEONARD, III",2023
"MERRIMACK, NH",2023
"MERRILL, ZACHARY C.",2023
"MERRILL, ZACH B.",2023
"MERRILL, LESLIE",2023
"MERRILL, KEVIN J.",2023
"MERRILL, GEORGIA",2023
"MERNICK, MIKE",2023
"MERLE, NATASHA C.",2023
"MERLA, ANA C.",2023
"MERKLEY, JEFF (a Senator from Oregon)",2023
MERIT SYSTEMS PROTECTION BOARD,2023
MERIT-BASED EDUCATIONAL REFORMS AND INSTITUTIONAL TRANSPARENCY (MERIT) ACT,2023
"MERICKEL, T.R.",2023
"MEREDITH, NH",2023
"MERCHANT, SAM",2023
"MERCHANT, ORELIA ELETA",2023
MERCHANT MARINE INDUSTRY  related term(s)  Cargo Transportation; Ships and Vessels,2023
MERCHANT CATEGORY CODE NEUTRALITY ACT,2023
"MERCERSBURG, PA",2023
"MERCED COUNTY, CA",2023
"MERCADO, YESENIA",2023
"MERCADANTE, MICHAEL A.",2023
"MERAZ, MARK",2023
"MENTZER, TOM",2023
"MENTZER, AARON T.",2023
MENTORING TO SUCCEED ACT,2023
MENTAL HEALTH WORKFORCE AND LANGUAGE ACCESS ACT,2023
MENTAL HEALTH JUSTICE ACT,2023
MENTAL HEALTH INFRASTRUCTURE IMPROVEMENT ACT,2023
MENTAL HEALTH FOR LATINOS ACT,2023
MENTAL HEALTH AWARENESS MONTH,2023
MENTAL HEALTH ACCESS AND GUN VIOLENCE PREVENTION ACT,2023
MENTAL HEALTH,2023
"MENG, GRACE (a Representative from New York)",2023
"MENENDEZ, ROBERT (a Representative from New Jersey)",2023
"MENENDEZ, ROBERT (a Senator from New Jersey)",2023
"MENENDEZ, JESSICA",2023
"MENENDEZ, GRACIELA",2023
"MENDOZA, HENRY",2023
"MENDOZA, ERNESTO",2023
"MENDOCINO COUNTY, CA",2023
MENDOCINO COLLEGE,2023
"MENDEZ-MIRO, GINA R.",2023
"MENDEZ, MIGUEL A.",2023
"MENDEZ, FELICITAS AND GONZALO",2023
"MENDELSON, PHIL",2023
"MENDELSON, MELINDA M.",2023
"MENARD, JOHN W.",2023
"MENAPACE, MICHELE",2023
"MEMPHIS, TN",2023
MEMORIAL DAY,2023
"MEMBRENO, YURI Z.",2023
MEMBERS OF CONGRESS  related term(s)  Congress; House of Representatives; Senate; Votes in House; Votes in Senate,2023
"MELTZER, BARBARA",2023
"MELTON, LOREN",2023
"MELROSE PARK, IL",2023
"MELROSE, FL",2023
"MELONI, GIORGIA (Prime Minister, Italy)",2023
"MELENDEZ, JOSE, JR.",2023
"MELENDEZ, ARLAN D.",2023
"MELCHER, BRENT",2023
"MELBOURNE, FL",2023
"MEJIAS, JUNE",2023
"MEIR, GOLDA",2023
"MEHRA, VATSALA",2023
"MEHALCHICK, KAROLINE",2023
"MEEUWSEN, TERRY A.",2023
"MEEKS, GREGORY W. (a Representative from New York)",2023
"MEEKS, CURT",2023
"MEECE, DEBBY",2023
"MEDVITZ, JACOB",2023
"MEDLOCK, LOGAN",2023
"MEDINA COUNTY, OH",2023
"MEDINA, AZAHNAE",2023
"MEDINA, ALONZO",2023
"MEDINA, ALEX",2023
MEDICATION AFFORDABILITY AND PATENT INTEGRITY ACT,2023
MEDICARE SECONDARY PAYER ACT,2023
MEDICARE PBM ACCOUNTABILITY ACT,2023
MEDICARE PAYMENT ADVISORY COMMISSION,2023
MEDICARE ORTHOTICS AND PROSTHETICS PATIENT-CENTERED CARE ACT,2023
MEDICARE/MEDICAID see Social Security,2023
MEDICARE IMPROVEMENTS FOR PATIENTS AND PROVIDERS ACT,2023
MEDICARE FOR ALL ACT,2023
MEDICARE DENTAL BENEFIT ACT,2023
MEDICARE AUDIOLOGY ACCESS IMPROVEMENT ACT,2023
MEDICARE AND SOCIAL SECURITY FAIR SHARE ACT,2023
MEDICALLY TAILORED HOME-DELIVERED MEALS DEMONSTRATION PILOT ACT,2023
MEDICAL SUPPLY CHAIN RESILIENCY ACT,2023
"MEDICAL MANUFACTURING, ECONOMIC DEVELOPMENT, AND SUSTAINABILITY (MMEDS) ACT",2023
MEDICAL INFORMATION NUANCED ACCOUNTABILITY JUDGEMENT (MINAJ) ACT,2023
MEDICAL DEVICES,2023
MEDICAL DEVICE RECALL IMPROVEMENT ACT,2023
MEDICAID PRIMARY CARE IMPROVEMENT ACT,2023
MEDICAID IMPROVEMENT AND STATE FLEXIBILITY ACT,2023
"MEDALS see Awards, Medals, Prizes",2023
"MECINSKI, HENRIK",2023
MECHANICAL INSULATION INSTALLATION INCENTIVE ACT,2023
MEASURING STATE HEALTHCARE FREEDOM ACT,2023
"MEANS, GREGORY",2023
MEALS ON WHEELS AMERICA (organization),2023
"MEAGHER COUNTY, MT",2023
"MEADOWS, CRAIG",2023
"MEADE, BRAYLON",2023
"MEACHAM, MEGAN",2023
"MÉNDEZ, VALERIA C.",2023
"MÉNDEZ, LESLYN M.",2023
"McVEIGH, TIMOTHY",2023
"McSWAIN, NATALIE",2023
"McROBERTS, J. WILLIAM (MAC)",2023
"McREE, PATRICIA SUTHERLIN",2023
"McQUEEN, ANTHONY L.",2023
"McQUADE, BARBARA L.",2023
"McNEILL, ARLIE M.",2023
"McNEIL, JOSEPH",2023
"McNAUGHTON, NOAH",2023
"McNAMARA, CRAIG",2023
"McNALLY, STEWART",2023
"McNAIR, JAMES A.",2023
"McNAIR, DENISE",2023
"McMINN, CHUCK",2023
"McMILLION, BRANDY R.",2023
"McMILLIAN, LEILA",2023
"McMILLAN, EARL D., SR.",2023
"McMILLAN, D’ANGELIA",2023
"McMASTER, HENRY (Governor of South Carolina)",2023
"McMANUS, PEGGY R.",2023
"McMANUS, LaVERNE J. (COOKIE)",2023
"MCLEAN, VA",2023
"McLARTY, MACK",2023
"McLARTY, JOHNNY W. (Judge)",2023
"McLANE, BRENDAN R.",2023
"McLAIN, ASRIEL",2023
"McKISSIC, LONNIE, SR.",2023
"McKINNEY, MILDRED",2023
"McKINNEY, IAN",2023
McKINNEY HOWARD,2023
"McKINNEY, EVAN",2023
"McKINNEY, COLLIN",2023
"McKINLEY, CAROLYN",2023
"McKIERNAN, NEIL",2023
"McKIERNAN, MIKE",2023
"McKIDDY, GARY L.",2023
"McKENZIE, JOHN",2023
"McKENNA, TYADA D’OYEN",2023
"McKENNA, KYLE D.",2023
"MCKEAN COUNTY, PA",2023
"McKAY, MACY",2023
"McKAY, DAVE",2023
"McKANE-BROWN, KASEY",2023
"McIVORY, JAMARI",2023
"McINTIRE, JUSTIN",2023
"McINNIS, KATHLEEN J.",2023
"McHUGH, LARRY",2023
"McHENRY, PATRICK T. (a Representative from North Carolina)",2023
"McHENRY COUNTY, IL",2023
"McGUIRE, THOMAS B.",2023
"McGUIRE, PETER J.",2023
"McGREEVEY, JACK",2023
"McGRAW, REBECCA MACK",2023
"McGRATH, TARA K.",2023
"McGRATH, JOHN R., SR.",2023
"McGOWAN, NICOLE",2023
"McGOWAN, BONNIE BELL",2023
"McGOVERN, JAMES P. (a Representative from Massachusetts)",2023
"McGINNIS, KAREN",2023
"McGINLEY, STEVEN",2023
"McGEE, PRESTON",2023
"McGARVEY, MORGAN (a Representative from Kentucky)",2023
"McGANN, EDWARD J. (DOC)",2023
"McFARLANE, WILLIAM A.",2023
"McFARLAND, WILLIAM",2023
"McFARLAND, JOSEPH, III",2023
"McFARLAND, CA",2023
"McFARLAND, ANGELA",2023
"McFADDEN, RONALD",2023
"McENTARFER, ERIKA L.",2023
"McDOUGAL, DELBERT",2023
"McDONALD, KARA C.",2023
"McDONALD, JANICE",2023
"McDONALD, DEBORAH",2023
"McDONALD, ALEX",2023
"McDONALD, ADJOA",2023
"McDILL, BOB",2023
"McDERMOTT, RYAN",2023
"McDERMOTT, JOHN",2023
"McDERMOTT, JOE",2023
"McDANIEL, JAMES E.",2023
"McCURRY, ANDREW J.",2023
"McCURDY, VICKIE",2023
"McCUMBER, KEVIN F.",2023
"McCUE, ZACH",2023
"McCOY, ROSE M.",2023
"McCOY, JOHN R.",2023
"McCOY, ERIC A.",2023
"McCORMICK, WREN",2023
"McCORMICK, RICHARD (a Representative from Florida)",2023
"McCORMICK, RALPH",2023
"McCORMICK, MAIVE",2023
"McCORMICK, CORLIE, SR.",2023
"McCORMACK, ANNA",2023
"McCORD, MICHAEL J.",2023
"McCOOL, WILLIAM C.",2023
"McCONVILLE, JAMES C.",2023
"McCONNELL, MITCH (a Senator from Kentucky)",2023
"McCONNELL, CHERYL A.",2023
"McCOMB, JOANNE",2023
"McCOLLUM, CHARLES E.",2023
"McCOLLUM, BETTY (a Representative from Minnesota)",2023
"McCLYMONT, PETE",2023
"McCLURE, BOBBY L.",2023
"McCLUNG, MEGAN",2023
"McCLUNG, MATTHEW (MAC)",2023
"McCLINTON, JOANNA",2023
"McCLINTOCK, TOM (a Representative from California)",2023
"McCLINTOCK, JIMMY AND HAVA",2023
"McCLELLAN, JENNIFER L. (a Representative from Virginia)",2023
"McCLELLAN, GERALD",2023
"McCLAIN, LISA C. (a Representative from Michigan)",2023
"McCAUL, MICHAEL T. (a Representative from Texas)",2023
"McCARTHY, KEVIN (a Representative from California)",2023
"McCARRON, DOUGLAS J.",2023
"McCALL, DENISE",2023
"McCALL, ALBERT B. (A.B.)",2023
"McCALL, ALAYNA",2023
"McCAIN, VALERIE",2023
"McCAIN, FRANKLIN",2023
"McBRIDE, JAMES",2023
"McBATH, LUCY (a Representative from Georgia)",2023
"McBARRON, JAMES, II",2023
"McALLISTER TOWING AND TRANSPORTATION CO., INC.",2023
"McALLISTER, BRIAN B.",2023
"McALLEN, TX",2023
"MBONGO, EYOLE M.",2023
"MAZURKIEWICZ, ANTHONY",2023
"MAZOL, DEBORAH",2023
"MAYS LANDING, NJ",2023
"MAYORKAS, ALEJANDRO N.  see  Secretary of Homeland Security (Alejandro N. Mayorkas)",2023
"MAYORA, LILIAM",2023
"MAYOR, CONSTANCE",2023
"MAYO, TATYANA",2023
"MAYO, FL",2023
"MAYNES, MARIAH",2023
"MAYFIELD, KY",2023
"MAYESHIBA, JULIA",2023
"MAYER, LARRY",2023
"MAY, ANDREA L.",2023
"MAXWELL, D. GRAY",2023
"MAXMAN, ABBY",2023
MAXIMUM PRESSURE ACT,2023
MAXIMIZING OUTCOMES FOR MOMS THROUGH MEDICAID IMPROVEMENT AND ENHANCEMENT OF SERVICES (MOMMIES) ACT,2023
MAXIMIZING OPIOID RECOVERY EMERGENCY SAVINGS (MORE) SAVINGS ACT,2023
"MAURITANIA, ISLAMIC REPUBLIC OF",2023
"MAUMEE, OH",2023
"MAUI, HI",2023
"MAUGHAN, THERESA",2023
"MAUDLIN, ROBERT",2023
"MATZ, MELISSA A.",2023
"MATTIS, MICHAEL S.",2023
"MATTINGLY, CRAIG T.",2023
"MATTHIAS, TINA",2023
"MATTHEWS, KATHLEEN CUNNINGHAM",2023
"MATTHEWS, JOHN W.",2023
"MATTHEWS, DESIRÉE S.",2023
"MATTHAI, CHRISTOPHER",2023
"MATTERN, JAMES",2023
"MATTEI, ELLA",2023
"MATSUI, DORIS O. (a Representative from California)",2023
"MATHISON, SUSAN",2023
"MATHIS, LAVINIA PERKINS",2023
"MATHIS, GREG",2023
"MATHIS, CONNOR",2023
"MATHIS, CHRISTOPHER H.",2023
"MATHILE, CLAY",2023
MATHEMATICS  related term(s)  Engineering; Science,2023
MATHEMATICS AND STATISTICS AWARENESS MONTH,2023
MATHEMATICAL AND STATISTICAL MODELING EDUCATION ACT,2023
MATERNAL HEALTH FOR VETERANS ACT,2023
MATERNAL HEALTH AWARENESS DAY,2023
MATERNAL AND CHILD HEALTH STILLBIRTH PREVENTION ACT,2023
"MATARO, STEVE",2023
"MATARAZZO, LOUIS",2023
"MASTRIAN, MICHAEL J.",2023
"MAST, BRIAN J. (a Representative from Florida)",2023
"MASSY, SUSAN",2023
"MASSINGA, ERVIN J.",2023
"MASSILLON, OH",2023
"MASSIE, THOMAS (a Representative from Kentucky)",2023
"MASSIE, JAMES P., III",2023
"MASSEY, SYDNEY",2023
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2023
MASSACHUSETTS,2023
"MASONE, MICHAEL R.",2023
"MASON, MARCUS",2023
"MASON, LOWELL",2023
"MASON, DEBRA",2023
"MASON CITY, IA",2023
"MASON, CHERYL L.",2023
"MASON, CECELIA M.",2023
"MASON, CAROLINE B.",2023
"MASIELLO, GREG",2023
"MASIELLO, GERGORY L.",2023
"MASHPEE, MA",2023
"MASEKO, THULANI",2023
"MASCOE, CHAD",2023
"MASCIA, JOHN",2023
"MASCHHOFF, HANNA",2023
"MARZANO, MATTHEW",2023
"MARYSVILLE, CA",2023
MARYLAND,2023
MARY CHURCH TERRELL DAY,2023
"MARVIT, MOSHE Z.",2023
MARVIN GROUP (company),2023
MARTYR PAYMENT PREVENTION ACT,2023
"MARTORELL, CHANCHANIT",2023
"MARTONFI, ZOE",2023
"MARTINY, ALISE",2023
"MARTINO, RALPH",2023
"MARTINO, MATTHEW",2023
"MARTINO, MARI-ELEANOR",2023
"MARTINO, JOSEPH",2023
"MARTINEZ, YIMELDA A. GOSHEA",2023
"MARTINEZ, SERGIO",2023
"MARTINEZ-OLGUIN, ARACELI",2023
"MARTINEZ NUCETE, LEOPOLDO",2023
"MARTINEZ, MATTHEW",2023
"MARTINEZ-LOPEZ, LESTER",2023
"MARTINEZ, JUSTIN L.",2023
"MARTINEZ, JUAN",2023
"MARTINEZ, JENNY",2023
"MARTINEZ, JAYLIN",2023
"MARTINEZ, ILIMA",2023
"MARTINEZ, CARMEN",2023
"MARTINEZ, CA",2023
"MARTINELLI, ARMAND M.",2023
"MARTINA, MATTHEW",2023
"MARTINA, JOSEPH",2023
"MARTIN, WILL, JR.",2023
"MARTIN, THOMAS M.",2023
"MARTIN, SANDRA",2023
"MARTIN, RYAN",2023
"MARTIN, RUSS",2023
"MARTIN, PAUL K.",2023
"MARTIN LUTHER KING, JR., DAY",2023
"MARTIN, KENNETH B.",2023
"MARTIN, HARRY A.",2023
"MARTIN, ELISE JONES",2023
"MARTIN, CRISTINA",2023
"MARTIN COUNTY, FL",2023
"MARTIN, CASEY W.",2023
"MARTIN, BRITTA",2023
"MARTIN, BOBBY",2023
"MARTIN, ALIJAH",2023
"MARTIGNETTI, GINO",2023
"MARTENS, JOHN",2023
"MARSHBURN, KEN",2023
"MARSHALL, TYRONE C., JR.",2023
"MARSHALL, TANYA",2023
"MARSHALL, ROGER (a Senator from Kansas)",2023
"MARSHALL ISLANDS, REPUBLIC OF THE",2023
"MARSHALL, GEORGE C.",2023
"MARSHALL, CONNOR J.",2023
"MARSHALL, ARIEL",2023
MARRIAGE see Families and Domestic Relations,2023
"MARRERO, LIZZETTE",2023
"MARREN, PATRICIA KEANE",2023
"MARR, CHUCK",2023
"MARQUEZ-SHARPNACK, YVETTE",2023
"MARLBORO TOWNSHIP, NJ",2023
"MARKS, STEVEN M.",2023
"MARKS, JEFFREY A.",2023
"MARKOTAN, MARLENE K.",2023
"MARKHAM, DONNA",2023
"MARKEY, EDWARD J. (a Senator from Massachusetts)",2023
"MARKET ACCESS, PROMOTION, AND LANDOWNER EDUCATION SUPPORT FOR YOUR REGIONALLY UNDERSERVED PRODUCERS (MAPLE SYRUP) ACT",2023
"MARKELL, JACK A.",2023
"MARK, FLORINE",2023
MARITIME ARCHITECTURE AND RESPONSE TO INTERNATIONAL TERRORISM IN THE MIDDLE EAST (MARITIME) ACT,2023
MARITIME ADMINISTRATION  related term(s)  Department of Transportation,2023
"MARIONVILLE, MO",2023
"MARION, IA",2023
"MARION COUNTY, IL",2023
"MARION COUNTY, FL",2023
"MARINETTE, WI",2023
MARINE TURTLE CONSERVATION ACT,2023
MARINE RESOURCES,2023
"MARINE PROTECTION, RESEARCH, AND SANCTUARIES ACT",2023
MARINE MAMMALS,2023
MARINE MAMMAL PROTECTION ACT,2023
MARINE MAMMAL CLIMATE CHANGE PROTECTION ACT,2023
MARINE DEBRIS FOUNDATION,2023
MARINE DEBRIS ACT,2023
MARINE CORPS UNIVERSITY,2023
MARINE CORPS see Department of Defense,2023
"MARINE CORPS LOGISTICS BASE ALBANY, GA",2023
MARINE CORPS LEAGUE,2023
"MARIN, CA",2023
"MARIANNA, FL",2023
"MARENGO, IA",2023
"MAREL, INC.",2023
"MARCUM, DIANA",2023
"MARCOTTE, JACKSON",2023
"MARCOS, ROBIN DUNN",2023
"MARBLEHEAD, MA",2023
"MARAGH-WILLIAMS, MARLENE",2023
"MARAGELIS, ALYSSA",2023
"MARABLE, GEORGE",2023
"MAR-JAR POULTRY, INC.",2023
"MAQUOKETA, IA",2023
"MAPLES, RICHARD AND JONI",2023
"MANWARING, LUCETIA",2023
MANUFACTURING MONTH,2023
MANUFACTURING DAY,2023
"MANTIA, JOEY",2023
"MANTELL, THOMAS F., JR.",2023
"MANSFIELD, OH",2023
"MANSFIELD, MIKE (a former Senator from Montana)",2023
"MANSFIELD, MAUREEN",2023
"MANNINGTON TOWNSHIP, NJ",2023
"MANNING, WILLIE",2023
"MANNING, KATHY E. (a Representative from North Carolina)",2023
"MANN, TRACEY (a Representative from Kansas)",2023
"MANN, DICK",2023
"MANN, BRIAN",2023
"MANKATO, MN",2023
"MANHATTAN, NY see New York, NY",2023
"MANHATTAN, KS",2023
"MANHASSET, NY",2023
"MANGUM, JANIS",2023
"MANGONE, PETER D.",2023
"MANGLONA, RAMONA VILLAGOMEZ",2023
"MANGINI, KAREN",2023
"MANGI, ADEEL",2023
"MANGANELLO, JENNIFER",2023
"MANESS, WILLIAM (RICHARD)",2023
"MANESS, TODD",2023
"MANESS, RON",2023
"MANELLA, NORA M.",2023
"MANDEVILLE, CRAIG H.",2023
MANDATORY MATERIALITY REQUIREMENT ACT,2023
MANDATING ADVISABLE AND INFORMED LOCATIONS AND SOLUTIONS (MAILS) ACT,2023
"MANCHIN, JOE, III (a Senator from West Virginia)",2023
"MANCHESTER, NH",2023
"MANCHESTER, IA",2023
MANATEE PROTECTION ACT,2023
"MANATEE COUNTY, FL",2023
"MANASSAS, VA",2023
"MANALAPAN TOWNSHIP, NJ",2023
"MAMMOTH PACIFIC, LP",2023
"MAMMOTH LAKES, CA",2023
MAMMOTH CAVE NATIONAL PARK BOUNDARY ADJUSTMENT ACT,2023
"MALOY, CELESTE (a Representative from Utah)",2023
"MALONEY, ANNASTASIA",2023
"MALOBAY, LUKE V.",2023
MALNUTRITION AWARENESS WEEK,2023
"MALLORY, BRENDA",2023
"MALLIOTAKIS, NICOLE (a Representative from New York)",2023
"MALLINGER, ROSE",2023
"MALLEY, ROBERT",2023
"MALLETT, RYAN",2023
"MALINE, MADDY",2023
"MALI, REPUBLIC OF",2023
"MALHOTRA, DEVINDER",2023
"MALHEUR COUNTY, OR",2023
MALHEUR COMMUNITY EMPOWERMENT FOR THE OWYHEE ACT,2023
"MALERBA, MUTAWI MUTAHASH MARILYNN (LYNN)",2023
"MALDIVES, REPUBLIC OF",2023
"MALCHAK, TIM",2023
MALAYSIA,2023
"MALANY, BARB",2023
"MAKING AGE-VERIFICATION TECHNOLOGY UNIFORM, ROBUST, AND EFFECTIVE (MATURE) ACT",2023
MAKE THE MIGRANT PROTECTION PROTOCOLS MANDATORY ACT,2023
MAKE PUTIN PAY ACT,2023
MAKE AMERICAN FLAGS IN AMERICA ACT,2023
"MAKARY, MARTY",2023
"MAK, MARIE A.",2023
MAJOR LEAGUE SOCCER,2023
MAJOR LEAGUE BASEBALL,2023
"MAJCA, TANJA",2023
MAINTAINING AMERICAN SUPERIORITY BY IMPROVING EXPORT CONTROL TRANSPARENCY ACT,2023
